"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Plantae&taxon_reso=genus&max_ma=75&min_ma=0&cc=NOA&envtype=terr&show=class,genus,ecospace,coords,paleoloc,strat,lith,env,acconly"
"Access Time","Fri 2015-12-04 21:27:20 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Plantae"
"","cc","NOA"
"","envtype","terr"
"","min_ma","0"
"","max_ma","75"
"","taxon_reso","genus"
"","taxon_status","all"
"","ident","latest"
"","show","class,genus,ecospace,coords,paleoloc,strat,lith,env,acconly"
"Elapsed Time","1.05"
"Records Found","5450"
"Records Returned","5450"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","motility","life_habit","diet","lng","lat","paleomodel","paleolng","paleolat","geoplate","formation","stratgroup","member","lithdescript","lithology1","lithification1","minor_lithology1","lithology2","lithification2","minor_lithology2","environment"
"558523","occ","","","57993","Taxodium","genus","55063","Paleocene","","66","56","10820","Pinophyta","Pinopsida","Pinales","Taxodiaceae","Taxodium","","","","-108.650002","43.933334","gp_mid","-74.88","53.31","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558525","occ","","","57993","Paranymphaea crassifolia","species","55301","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Paranymphaea","","","","-108.650002","43.933334","gp_mid","-74.88","53.31","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558526","occ","","","57993","Cercidiphyllum","genus","54608","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Saxifragales","Cercidiphyllaceae","Cercidiphyllum","","","","-108.650002","43.933334","gp_mid","-74.88","53.31","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558527","occ","","","57993","Ampelopsis acerifolia","species","55497","Paleocene","","66","56","10820","Spermatophyta","Dicotyledonae","Rhamnales","Vitaceae","Ampelopsis","","","","-108.650002","43.933334","gp_mid","-74.88","53.31","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558528","occ","","","57993","Vitis","genus","157350","Paleocene","","66","56","10820","Spermatophyta","Dicotyledonae","Rhamnales","Vitaceae","Vitis","","","","-108.650002","43.933334","gp_mid","-74.88","53.31","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558530","occ","","","57994","Onoclea hesperia","species","55245","Paleocene","","66","56","10820","Pteridophyta","Pteridopsida","Polypodiales","Dryopteridaceae","Onoclea","","","","-108.699997","41.549999","gp_mid","-76.29","51.09","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558531","occ","","","57994","Glyptostrobus","genus","55253","Paleocene","","66","56","10820","Pinophyta","Pinopsida","Pinales","Taxodiaceae","Glyptostrobus","","","","-108.699997","41.549999","gp_mid","-76.29","51.09","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558532","occ","","","57994","Betula","genus","55294","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Fagales","Betulaceae","Betula","","","","-108.699997","41.549999","gp_mid","-76.29","51.09","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558536","occ","","","57995","Pterocarya hispida","species","55291","Paleocene","","66","56","10820","Spermatophyta","Dicotyledonae","Juglandales","Juglandaceae","Pterocarya","","","","-109.187500","41.280277","gp_mid","-76.98","50.95","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558537","occ","","","57995","Quercus","genus","54594","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","","","","-109.187500","41.280277","gp_mid","-76.98","50.95","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558538","occ","","","57995","Morus","genus","81716","Paleocene","","66","56","10820","Spermatophyta","Dicotyledonae","Urticales","Moraceae","Morus","","","","-109.187500","41.280277","gp_mid","-76.98","50.95","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558540","occ","","","57995","Averrhoites affinis","species","55315","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Sapindales","Oxalidaceae","Averrhoites","","","","-109.187500","41.280277","gp_mid","-76.98","50.95","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558541","occ","","","57995","Cornus hyperborea","species","55334","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Cornales","Cornaceae","Cornus","","","","-109.187500","41.280277","gp_mid","-76.98","50.95","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558543","occ","","","57996","Onoclea hesperia","species","55245","Paleocene","","66","56","10820","Pteridophyta","Pteridopsida","Polypodiales","Dryopteridaceae","Onoclea","","","","-109.206665","41.366943","gp_mid","-76.95","51.04","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558545","occ","","","57996","Corylus","genus","55296","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Fagales","Betulaceae","Corylus","","","","-109.206665","41.366943","gp_mid","-76.95","51.04","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558546","occ","","","57996","Cercidiphyllum","genus","54608","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Saxifragales","Cercidiphyllaceae","Cercidiphyllum","","","","-109.206665","41.366943","gp_mid","-76.95","51.04","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558547","occ","","","57996","Averrhoites affinis","species","55315","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Sapindales","Oxalidaceae","Averrhoites","","","","-109.206665","41.366943","gp_mid","-76.95","51.04","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558548","occ","","","57996","Vitis","genus","157350","Paleocene","","66","56","10820","Spermatophyta","Dicotyledonae","Rhamnales","Vitaceae","Vitis","","","","-109.206665","41.366943","gp_mid","-76.95","51.04","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558549","occ","","","57996","Penosphyllum cordatum","species","55324","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Malvales","Sterculiaceae","Penosphyllum","","","","-109.206665","41.366943","gp_mid","-76.95","51.04","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558550","occ","18271","","57996","Celtis aspera","species","53531","Paleocene","","66","56","8504","Spermatophyta","Dicotyledonae","Urticales","Ulmaceae","Celtis","","","","-109.206665","41.366943","gp_mid","-76.95","51.04","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558551","occ","","","57997","Onoclea hesperia","species","55245","Paleocene","","66","56","10820","Pteridophyta","Pteridopsida","Polypodiales","Dryopteridaceae","Onoclea","","","","-109.206665","41.338055","gp_mid","-76.97","51.01","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558554","occ","","","57997","Ficus","genus","53873","Paleocene","","66","56","10820","Spermatophyta","Dicotyledonae","Urticales","Moraceae","Ficus","","","","-109.206665","41.338055","gp_mid","-76.97","51.01","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558555","occ","","","57997","Laurus","genus","56017","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Magnoliales","Lauraceae","Laurus","","","","-109.206665","41.338055","gp_mid","-76.97","51.01","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558556","occ","","","57997","Cercidiphyllum","genus","54608","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Saxifragales","Cercidiphyllaceae","Cercidiphyllum","","","","-109.206665","41.338055","gp_mid","-76.97","51.01","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558557","occ","","","57997","Ampelopsis acerifolia","species","55497","Paleocene","","66","56","10820","Spermatophyta","Dicotyledonae","Rhamnales","Vitaceae","Ampelopsis","","","","-109.206665","41.338055","gp_mid","-76.97","51.01","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558558","occ","18272","","57997","Celtis aspera","species","53531","Paleocene","","66","56","8504","Spermatophyta","Dicotyledonae","Urticales","Ulmaceae","Celtis","","","","-109.206665","41.338055","gp_mid","-76.97","51.01","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558560","occ","","","57998","Corylus","genus","55296","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Fagales","Betulaceae","Corylus","","","","-106.400002","42.233334","gp_mid","-73.35","51.14","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558561","occ","","","57999","Viburnum","genus","53304","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Viburnum","","","","-110.058609","43.518890","gp_mid","-77.20","53.33","127","","","","","""siliciclastic""","","","","","","fluvial indet."
"558562","occ","","","58000","Betula","genus","55294","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Fagales","Betulaceae","Betula","","","","-108.383331","43.033333","gp_mid","-75.11","52.40","101","","","","","""siliciclastic""","","","","","","fluvial indet."
"558566","occ","","","58000","Celtis","genus","53532","Paleocene","","66","56","10820","Spermatophyta","Dicotyledonae","Urticales","Ulmaceae","Celtis","","","","-108.383331","43.033333","gp_mid","-75.11","52.40","101","","","","","""siliciclastic""","","","","","","fluvial indet."
"558568","occ","","","58000","Calycites mikanoides","species","54739","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Asterales","Compositae","Calycites","","","","-108.383331","43.033333","gp_mid","-75.11","52.40","101","","","","","""siliciclastic""","","","","","","fluvial indet."
"558569","occ","","","58000","Acer","genus","54688","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Sapindales","Aceraceae","Acer","","","","-108.383331","43.033333","gp_mid","-75.11","52.40","101","","","","","""siliciclastic""","","","","","","fluvial indet."
"558570","occ","","","58000","Cornus hyperborea","species","55334","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Cornales","Cornaceae","Cornus","","","","-108.383331","43.033333","gp_mid","-75.11","52.40","101","","","","","""siliciclastic""","","","","","","fluvial indet."
"558571","occ","","","58001","Vitis","genus","157350","Paleocene","","66","56","10820","Spermatophyta","Dicotyledonae","Rhamnales","Vitaceae","Vitis","","","","-108.724998","43.453609","gp_mid","-75.25","52.88","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558573","occ","","","58003","Ulmus","genus","55984","Paleocene","","66","56","10820","Spermatophyta","Dicotyledonae","Urticales","Ulmaceae","Ulmus","","","","-108.383331","43.033333","gp_mid","-75.11","52.40","101","","","","","""siliciclastic""","","","","","","fluvial indet."
"558575","occ","","","58004","Castanea","genus","55972","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Fagales","Fagaceae","Castanea","","","","-106.366669","41.916668","gp_mid","-73.49","50.83","101","Ferris","","","","""siliciclastic""","","","","","","fluvial indet."
"558576","occ","","","58005","Planera","genus","55988","Paleocene","","66","56","10820","Spermatophyta","Dicotyledonae","Urticales","Ulmaceae","Planera","","","","-102.959999","45.422222","gp_mid","-67.68","53.19","101","","","","","","","","","","","fluvial indet."
"558577","occ","","","58006","Ficus","genus","53873","Paleocene","","66","56","10820","Spermatophyta","Dicotyledonae","Urticales","Moraceae","Ficus","","","","-103.206390","45.465832","gp_mid","-67.92","53.30","101","","","","","","","","","","","fluvial indet."
"558578","occ","","","58007","Glyptostrobus","genus","55253","Paleocene","","66","56","10820","Pinophyta","Pinopsida","Pinales","Taxodiaceae","Glyptostrobus","","","","-103.206390","45.465832","gp_mid","-67.92","53.30","101","Fort Union","","","","","","","","","","fluvial indet."
"558579","occ","","","58007","Zelkova","genus","56210","Paleocene","","66","56","10820","Spermatophyta","Dicotyledonae","Urticales","Ulmaceae","Zelkova","","","","-103.206390","45.465832","gp_mid","-67.92","53.30","101","Fort Union","","","","","","","","","","fluvial indet."
"558580","occ","","","58007","Paranymphaea crassifolia","species","55301","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Paranymphaea","","","","-103.206390","45.465832","gp_mid","-67.92","53.30","101","Fort Union","","","","","","","","","","fluvial indet."
"558581","occ","","","58007","Cercidiphyllum","genus","54608","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Saxifragales","Cercidiphyllaceae","Cercidiphyllum","","","","-103.206390","45.465832","gp_mid","-67.92","53.30","101","Fort Union","","","","","","","","","","fluvial indet."
"558582","occ","","","58007","Ampelopsis acerifolia","species","55497","Paleocene","","66","56","10820","Spermatophyta","Dicotyledonae","Rhamnales","Vitaceae","Ampelopsis","","","","-103.206390","45.465832","gp_mid","-67.92","53.30","101","Fort Union","","","","","","","","","","fluvial indet."
"558585","occ","","","58010","Selaginella","genus","282557","Paleocene","","66","56","10820","Pteridophyta","Lycopsida","","Selaginellaceae","Selaginella","","","","-103.814163","46.551109","gp_mid","-67.86","54.47","101","Fort Union","","","","","","","","","","fluvial indet."
"558612","occ","18320","","58014","Chaetoptelea microphylla","species","55297","Paleocene","","66","56","4023","Spermatophyta","Dicotyledonae","Urticales","Ulmaceae","Chaetoptelea","","","","-103.542503","46.435280","gp_mid","-67.65","54.29","101","Fort Union","","","","","","","","","","fluvial indet."
"558628","occ","18273","","58017","Celtis aspera","species","53531","Paleocene","","66","56","8504","Spermatophyta","Dicotyledonae","Urticales","Ulmaceae","Celtis","","","","-101.786392","46.363056","gp_mid","-65.80","53.74","101","Fort Union","","","","","","","","","","fluvial indet."
"558654","occ","","","58019","Palaeophytocrene","genus","261763","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Celastrales","Icacinaceae","Palaeophytocrene","","","","-103.213608","46.151390","gp_mid","-67.48","53.94","101","Fort Union","","","","","","","","","","fluvial indet."
"558671","occ","","","58021","Ficus","genus","53873","Paleocene","","66","56","10820","Spermatophyta","Dicotyledonae","Urticales","Moraceae","Ficus","","","","-101.301941","46.194721","gp_mid","-65.39","53.46","101","Fort Union?","","","","""siliciclastic""","","","","","","fluvial indet."
"558674","occ","","","58023","Penosphyllum cordatum","species","55324","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Malvales","Sterculiaceae","Penosphyllum","","","","-101.243889","46.855556","gp_mid","-64.89","54.05","101","Fort Union?","","","","""siliciclastic""","","","","","","fluvial indet."
"558696","occ","","","58028","Glyptostrobus","genus","55253","Paleocene","","66","56","10820","Pinophyta","Pinopsida","Pinales","Taxodiaceae","Glyptostrobus","","","","-102.550003","47.966667","gp_mid","-65.51","55.42","101","Fort Union","","","","claystone","","","","","","fluvial indet."
"558697","occ","","","58029","Equisetum","genus","55064","Paleocene","","66","56","10820","Equisetophyta","Equisetopsida","Equisetales","Equisetaceae","Equisetum","","","","-102.550003","47.966667","gp_mid","-65.51","55.42","101","Fort Union","","","","claystone","","","","","","fluvial indet."
"558717","occ","","","58032","Onoclea hesperia","species","55245","Paleocene","","66","56","10820","Pteridophyta","Pteridopsida","Polypodiales","Dryopteridaceae","Onoclea","","","","-102.816666","47.900002","gp_mid","-65.85","55.43","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558718","occ","","","58032","Glyptostrobus","genus","55253","Paleocene","","66","56","10820","Pinophyta","Pinopsida","Pinales","Taxodiaceae","Glyptostrobus","","","","-102.816666","47.900002","gp_mid","-65.85","55.43","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558719","occ","","","58032","Metasequoia occidentalis","species","55254","Paleocene","","66","56","10820","Pinophyta","Pinopsida","Pinales","Taxodiaceae","Metasequoia","","","","-102.816666","47.900002","gp_mid","-65.85","55.43","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558721","occ","18274","","58033","Celtis aspera","species","53531","Paleocene","","66","56","8504","Spermatophyta","Dicotyledonae","Urticales","Ulmaceae","Celtis","","","","-102.816666","47.900002","gp_mid","-65.85","55.43","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558722","occ","","","58035","Osmunda macrophylla","species","55239","Paleocene","","66","56","10820","Pteridophyta","Pteridopsida","Osmundales","Osmundaceae","Osmunda","","","","-102.550003","47.966667","gp_mid","-65.51","55.42","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558738","occ","","","58036","Carya antiquorum","species","55288","Paleocene","","66","56","10820","Spermatophyta","Dicotyledonae","Juglandales","Juglandaceae","Carya","","","","-112.511108","46.575001","gp_mid","-78.16","56.80","127","Fort Union","","","clinker","""shale""","","","","","","fluvial indet."
"558739","occ","18275","","58036","Celtis aspera","species","53531","Paleocene","","66","56","8504","Spermatophyta","Dicotyledonae","Urticales","Ulmaceae","Celtis","","","","-112.511108","46.575001","gp_mid","-78.16","56.80","127","Fort Union","","","clinker","""shale""","","","","","","fluvial indet."
"558740","occ","","","58037","Glyptostrobus","genus","55253","Paleocene","","66","56","10820","Pinophyta","Pinopsida","Pinales","Taxodiaceae","Glyptostrobus","","","","-102.333336","46.366669","gp_mid","-66.39","53.90","101","Fort Union","","","6 feet of lignite overlain by clay and sandstone (fossiliferous) - from USGS unpublished logbook.","coal","","","claystone","","","fluvial indet."
"558742","occ","","","58037","Carya antiquorum","species","55288","Paleocene","","66","56","10820","Spermatophyta","Dicotyledonae","Juglandales","Juglandaceae","Carya","","","","-102.333336","46.366669","gp_mid","-66.39","53.90","101","Fort Union","","","6 feet of lignite overlain by clay and sandstone (fossiliferous) - from USGS unpublished logbook.","coal","","","claystone","","","fluvial indet."
"558743","occ","","","58037","Corylus","genus","55296","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Fagales","Betulaceae","Corylus","","","","-102.333336","46.366669","gp_mid","-66.39","53.90","101","Fort Union","","","6 feet of lignite overlain by clay and sandstone (fossiliferous) - from USGS unpublished logbook.","coal","","","claystone","","","fluvial indet."
"558745","occ","","","58037","Nyssa","genus","54715","Paleocene","","66","56","10820","Spermatophyta","Dicotyledonae","Myrtiflorae","Nyssaceae","Nyssa","","","","-102.333336","46.366669","gp_mid","-66.39","53.90","101","Fort Union","","","6 feet of lignite overlain by clay and sandstone (fossiliferous) - from USGS unpublished logbook.","coal","","","claystone","","","fluvial indet."
"558747","occ","","","58038","Ampelopsis acerifolia","species","55497","Paleocene","","66","56","10820","Spermatophyta","Dicotyledonae","Rhamnales","Vitaceae","Ampelopsis","","","","-102.550003","47.966667","gp_mid","-65.51","55.42","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558771","occ","","","58039","Ficus","genus","53873","Paleocene","","66","56","10820","Spermatophyta","Dicotyledonae","Urticales","Moraceae","Ficus","","","","-101.550003","45.916668","gp_mid","-65.84","53.27","101","Fort Union","","","Shale lies between two thin lignite seams","""shale""","","","","","","fluvial indet."
"558772","occ","","","58039","Nelumbago montanum","species","55896","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Proteales","Nelumbonaceae","Nelumbago","","","","-101.550003","45.916668","gp_mid","-65.84","53.27","101","Fort Union","","","Shale lies between two thin lignite seams","""shale""","","","","","","fluvial indet."
"558773","occ","","","58039","Cercidiphyllum","genus","54608","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Saxifragales","Cercidiphyllaceae","Cercidiphyllum","","","","-101.550003","45.916668","gp_mid","-65.84","53.27","101","Fort Union","","","Shale lies between two thin lignite seams","""shale""","","","","","","fluvial indet."
"558775","occ","","","58039","Ampelopsis acerifolia","species","55497","Paleocene","","66","56","10820","Spermatophyta","Dicotyledonae","Rhamnales","Vitaceae","Ampelopsis","","","","-101.550003","45.916668","gp_mid","-65.84","53.27","101","Fort Union","","","Shale lies between two thin lignite seams","""shale""","","","","","","fluvial indet."
"558791","occ","","","58046","Sparganium","genus","55259","Paleocene","","66","56","10820","Angiospermae","","Typhales","Sparganiaceae","Sparganium","","","""photoautotroph""","-103.250000","47.400002","gp_mid","-66.67","55.09","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"558914","occ","","","58082","Corylus","genus","55296","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Fagales","Betulaceae","Corylus","","","","-103.250000","47.400002","gp_mid","-66.67","55.09","101","Fort Union","","","In sandstone at base of butte - 8231; 8232 clay - Brown combined these collections","sandstone","","","claystone","","","fluvial indet."
"558915","occ","","","58083","Carya antiquorum","species","55288","Paleocene","","66","56","10820","Spermatophyta","Dicotyledonae","Juglandales","Juglandaceae","Carya","","","","-103.250000","47.400002","gp_mid","-66.67","55.09","101","Fort Union","","","In clay and brown shale","claystone","","","""shale""","","","fluvial indet."
"558916","occ","","","58083","Cercidiphyllum","genus","54608","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Saxifragales","Cercidiphyllaceae","Cercidiphyllum","","","","-103.250000","47.400002","gp_mid","-66.67","55.09","101","Fort Union","","","In clay and brown shale","claystone","","","""shale""","","","fluvial indet."
"558917","occ","","","58083","Fraxinus","genus","54727","Paleocene","","66","56","10820","Spermatophyta","Dicotyledonae","Scrophulariales","Oleaceae","Fraxinus","","","","-103.250000","47.400002","gp_mid","-66.67","55.09","101","Fort Union","","","In clay and brown shale","claystone","","","""shale""","","","fluvial indet."
"558919","occ","","","58084","Metasequoia occidentalis","species","55254","Paleocene","","66","56","10820","Pinophyta","Pinopsida","Pinales","Taxodiaceae","Metasequoia","","","","-103.833336","46.916668","gp_mid","-67.64","54.81","101","Fort Union","","Sentinel Butte","in clinkered lower portion of massive sandstone","sandstone","","argillaceous","","","","fluvial indet."
"558921","occ","","","58085","Quercus","genus","54594","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","","","","-103.000000","47.000000","gp_mid","-66.68","54.66","101","Fort Union","","Ludlow","Lignite","coal","","","","","","fluvial indet."
"558922","occ","","","58085","Quercus","genus","54594","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","","","","-103.000000","47.000000","gp_mid","-66.68","54.66","101","Fort Union","","Ludlow","Lignite","coal","","","","","","fluvial indet."
"558923","occ","","","58085","Quercus","genus","54594","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","","","","-103.000000","47.000000","gp_mid","-66.68","54.66","101","Fort Union","","Ludlow","Lignite","coal","","","","","","fluvial indet."
"558925","occ","","","58086","Metasequoia occidentalis","species","55254","Paleocene","","66","56","10820","Pinophyta","Pinopsida","Pinales","Taxodiaceae","Metasequoia","","","","-103.000000","47.000000","gp_mid","-66.68","54.66","101","Fort Union","","Ludlow","Lignite","coal","","","","","","fluvial indet."
"558926","occ","","","58086","Equisetum","genus","55064","Paleocene","","66","56","10820","Equisetophyta","Equisetopsida","Equisetales","Equisetaceae","Equisetum","","","","-103.000000","47.000000","gp_mid","-66.68","54.66","101","Fort Union","","Ludlow","Lignite","coal","","","","","","fluvial indet."
"558927","occ","","","58086","Ampelopsis acerifolia","species","55497","Paleocene","","66","56","10820","Spermatophyta","Dicotyledonae","Rhamnales","Vitaceae","Ampelopsis","","","","-103.000000","47.000000","gp_mid","-66.68","54.66","101","Fort Union","","Ludlow","Lignite","coal","","","","","","fluvial indet."
"558930","occ","","","58087","Woodwardia","genus","55248","Paleocene","","66","56","10820","Pteridophyta","Pteridopsida","Polypodiales","Blechnaceae","Woodwardia","","","","-103.833336","46.916668","gp_mid","-67.64","54.81","101","Fort Union","","Sentinel Butte","","coal","","","","","","fluvial indet."
"558931","occ","","","58087","Quercus","genus","54594","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","","","","-103.833336","46.916668","gp_mid","-67.64","54.81","101","Fort Union","","Sentinel Butte","","coal","","","","","","fluvial indet."
"558933","occ","","","58087","Cercidiphyllum","genus","54608","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Saxifragales","Cercidiphyllaceae","Cercidiphyllum","","","","-103.833336","46.916668","gp_mid","-67.64","54.81","101","Fort Union","","Sentinel Butte","","coal","","","","","","fluvial indet."
"558935","occ","","","58088","Corylus","genus","55296","Paleocene","","66","56","10820","Spermatophyta","Magnoliopsida","Fagales","Betulaceae","Corylus","","","","-101.500000","47.860001","gp_mid","-64.46","55.04","101","Fort Union","","","","""siliciclastic""","","","","","","fluvial indet."
"587120","occ","","","61887","Pinus","genus","55062","Early Pleistocene","","2.588","0.781","17875","Pinophyta","Pinopsida","Pinales","Pinaceae","Pinus","","","","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
"587121","occ","","","61887","Picea","genus","83629","Early Pleistocene","","2.588","0.781","17875","Pinophyta","Pinopsida","Pinales","Pinaceae","Picea","","","","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
"587122","occ","","","61887","Abies","genus","55065","Early Pleistocene","","2.588","0.781","17875","Pinophyta","Pinopsida","Pinales","Pinaceae","Abies","","","","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
"587124","occ","","","61887","Quercus","genus","54594","Early Pleistocene","","2.588","0.781","17875","Spermatophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","","","","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
"587125","occ","","","61887","Carya","genus","54583","Early Pleistocene","","2.588","0.781","17875","Spermatophyta","Dicotyledonae","Juglandales","Juglandaceae","Carya","","","","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
"587126","occ","","","61887","Betula","genus","55294","Early Pleistocene","","2.588","0.781","17875","Spermatophyta","Magnoliopsida","Fagales","Betulaceae","Betula","","","","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
"587127","occ","","","61887","Fraxinus","genus","54727","Early Pleistocene","","2.588","0.781","17875","Spermatophyta","Dicotyledonae","Scrophulariales","Oleaceae","Fraxinus","","","","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
"587128","occ","","","61887","Corylus","genus","55296","Early Pleistocene","","2.588","0.781","17875","Spermatophyta","Magnoliopsida","Fagales","Betulaceae","Corylus","","","","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
"587129","occ","","","61887","Nyssa","genus","54715","Early Pleistocene","","2.588","0.781","17875","Spermatophyta","Dicotyledonae","Myrtiflorae","Nyssaceae","Nyssa","","","","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
"587130","occ","","","61887","Liquidambar","genus","54637","Early Pleistocene","","2.588","0.781","17875","Spermatophyta","Magnoliopsida","Saxifragales","Hamamelidaceae","Liquidambar","","","","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
"587131","occ","","","61887","Ostrya","genus","157332","Early Pleistocene","","2.588","0.781","17875","Spermatophyta","Magnoliopsida","Fagales","Betulaceae","Ostrya","","","","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
"587132","occ","","","61887","Castanea","genus","55972","Early Pleistocene","","2.588","0.781","17875","Spermatophyta","Magnoliopsida","Fagales","Fagaceae","Castanea","","","","-76.817497","35.359722","gp_mid","-75.96","35.64","109","","","Peat","peat","","","","","","","lacustrine indet."
